"Iteration"	"posterior"	"NumSpeciation"	"numExtinction"	"numMassExtinctions"
197000	-1834.47053491954	3	1	3
197100	-1835.89036607279	4	1	2
197200	-1849.51194210818	5	2	2
197300	-1831.67405989924	2	1	3
197400	-1829.70083272626	2	1	3
197500	-1829.53099563433	1	1	4
197600	-1830.12592982373	1	1	4
197700	-1821.76201064761	1	1	1
197800	-1826.42086254895	1	1	2
197900	-1861.00632041578	4	1	6
198000	-1829.8730457498	2	1	3
198100	-1818.8458343006	1	1	1
198200	-1837.21136761033	4	1	2
198300	-1843.38284066849	5	1	2
198400	-1823.09919848143	1	1	2
198500	-1827.8985378238	2	1	3
198600	-1830.21125617596	2	1	3
198700	-1827.8674560253	1	1	2
198800	-1829.65257764731	1	1	3
198900	-1823.85788412128	2	1	1
199000	-1830.96169290297	2	1	3
199100	-1824.77420971196	1	1	2
199200	-1823.66788344079	1	1	2
199300	-1823.23922318203	2	1	1
199400	-1834.22236153606	3	1	2
199500	-1822.70139629044	1	1	1
199600	-1836.80651968989	1	1	4
199700	-1832.97475605891	1	1	4
199800	-1829.63997128782	1	1	4
199900	-1824.70063116809	1	1	2
2e+05	-1837.25120759878	2	1	4
200100	-1829.1580896009	2	2	1
200200	-1823.51721380222	1	1	2
200300	-1826.17380314542	2	1	1
200400	-1824.87172091941	2	1	1
200500	-1841.82676324115	5	1	2
200600	-1828.91539756176	1	1	3
200700	-1821.53609902081	1	1	2
200800	-1826.948696604	2	1	2
200900	-1824.1629054189	1	1	3
201000	-1836.45066424494	1	1	4
201100	-1827.58524691525	1	1	3
201200	-1832.7969882514	1	1	4
201300	-1842.88362794069	1	1	6
201400	-1828.4124548966	3	1	1
201500	-1843.6409663144	2	2	4
201600	-1841.72587506529	2	3	2
201700	-1833.18964813107	4	1	1
201800	-1847.827618366	2	1	6
201900	-1829.15825060814	2	1	3
202000	-1830.49119201738	2	1	3
202100	-1826.42991138337	2	1	2
202200	-1839.57359356268	3	1	3
202300	-1833.88434058241	3	1	1
202400	-1826.72750843058	3	1	1
202500	-1836.79157062185	3	1	2
202600	-1833.59809316509	4	1	1
202700	-1842.12672627646	6	1	1
202800	-1831.902620852	2	1	3
202900	-1819.57106519763	1	1	1
203000	-1820.16927794197	1	1	1
203100	-1834.23394232333	1	1	4
203200	-1829.80448336562	2	1	3
203300	-1831.4390046559	1	1	4
203400	-1823.19447145718	1	1	2
203500	-1831.44972656309	1	1	3
203600	-1823.05817902427	1	1	2
203700	-1841.46307811578	1	1	6
203800	-1839.37235879142	3	1	4
203900	-1831.31058689291	1	1	4
204000	-1825.15170877992	1	1	3
204100	-1831.03904919344	1	1	4
204200	-1829.94964760146	3	1	3
204300	-1842.11842697145	2	1	4
204400	-1828.11776849792	2	1	2
204500	-1840.8298392374	2	1	5
204600	-1832.02960339825	2	1	4
204700	-1833.36284490618	2	1	3
204800	-1820.85359547026	1	1	1
204900	-1850.81672466377	2	2	5
205000	-1849.70835064781	3	2	4
205100	-1843.10362449637	3	2	3
205200	-1832.00950935789	2	2	2
205300	-1822.06136141987	2	1	1
205400	-1826.29604750348	2	1	2
205500	-1843.17604889938	2	3	3
205600	-1839.10195397855	2	2	3
205700	-1847.65911762178	5	2	3
205800	-1831.0648880098	3	1	2
205900	-1829.12917434391	3	1	2
206000	-1835.42059481569	2	1	3
206100	-1843.32712134058	4	1	3
206200	-1824.56160939999	1	1	2
206300	-1829.76405770572	1	1	3
206400	-1835.62397304736	2	1	4
206500	-1831.42563361909	1	1	4
206600	-1830.25471044884	1	1	3
206700	-1826.96473735439	2	1	2
206800	-1824.73300494143	1	1	2
206900	-1821.4155909694	1	1	2
207000	-1824.99682313354	1	1	2
207100	-1842.06183135623	2	2	4
207200	-1826.38587011524	2	1	2
207300	-1828.44522765954	2	1	1
207400	-1823.6404865113	1	1	3
207500	-1831.26758769426	1	1	3
207600	-1826.4384426744	2	1	2
207700	-1849.86683149039	1	1	7
207800	-1835.87176816818	1	1	4
207900	-1836.74405702679	2	1	3
208000	-1833.21935566226	3	1	3
208100	-1825.83815904571	1	1	3
208200	-1830.49533996017	1	1	3
208300	-1826.43979350533	2	1	2
208400	-1854.98412655259	3	1	6
208500	-1826.10061655593	2	1	2
208600	-1827.67368250253	1	1	3
208700	-1830.69473859092	2	1	2
208800	-1837.70028444927	1	2	3
208900	-1822.69331696397	2	1	1
209000	-1839.37970653796	1	1	5
209100	-1831.62393672047	1	1	4
209200	-1838.27176915114	1	1	5
209300	-1850.91705154237	2	1	7
209400	-1835.8664741893	3	1	3
209500	-1839.07517963299	1	1	5
209600	-1839.49572516997	4	1	4
209700	-1839.1328982679	2	1	4
209800	-1832.92794536644	1	1	5
209900	-1832.63222944731	1	1	5
210000	-1829.09026054748	1	1	4
210100	-1823.92167485612	1	1	2
210200	-1819.58399970794	1	1	1
210300	-1837.02507312489	4	1	2
210400	-1824.88216373645	2	1	2
210500	-1819.24210860962	2	1	2
210600	-1822.00038903996	2	1	2
210700	-1840.44529133687	3	1	5
210800	-1819.93907709126	2	1	2
210900	-1825.91905241978	2	1	3
211000	-1830.64213631258	3	1	3
211100	-1829.21328442943	4	1	1
211200	-1816.43019992758	2	1	1
211300	-1844.78897400206	6	1	3
211400	-1822.39966941813	3	1	1
211500	-1819.95626229028	3	1	1
211600	-1821.95499356342	2	1	2
211700	-1820.30166704074	2	1	2
211800	-1822.72127403568	2	1	2
211900	-1830.08752361704	4	1	2
212000	-1825.06953054139	2	1	2
212100	-1834.99290746326	4	1	3
212200	-1834.39594304174	4	1	4
212300	-1819.7555771089	2	1	1
212400	-1829.03177023064	2	2	2
212500	-1842.59153501725	4	1	3
212600	-1822.06979682281	3	1	1
212700	-1824.88003238783	2	1	2
212800	-1825.69989236427	3	1	1
212900	-1824.9872702438	3	1	2
213000	-1825.12434035464	3	1	2
213100	-1826.05854729172	2	1	2
213200	-1820.76916279746	1	1	2
213300	-1829.92320388858	1	1	3
213400	-1822.80962060213	1	1	1
213500	-1826.77209461491	1	1	2
213600	-1833.19852475858	3	1	2
213700	-1825.11299237252	3	1	1
213800	-1837.25714603668	5	1	0
213900	-1833.04059095143	5	1	1
214000	-1831.0015433206	3	1	2
214100	-1823.49961740764	2	1	2
214200	-1831.22632980183	3	1	2
214300	-1833.23163178542	4	1	1
214400	-1858.00329295124	5	1	5
214500	-1837.18548304963	4	1	2
214600	-1832.79057776548	2	1	4
214700	-1848.51236121388	5	2	2
214800	-1831.62292405341	3	2	1
214900	-1822.27061109534	1	1	2
215000	-1824.61817244813	1	1	2
215100	-1829.53146012853	1	1	3
215200	-1819.63485960442	1	1	1
215300	-1824.5198434787	1	1	2
215400	-1827.34310211826	2	1	2
215500	-1835.18137431018	2	1	4
215600	-1832.27179524217	2	1	3
215700	-1826.15599548886	1	1	3
215800	-1831.85654371411	2	1	4
215900	-1829.45159213397	1	1	4
216000	-1824.93851033128	1	1	2
216100	-1836.19245324809	2	1	3
216200	-1831.2238350459	1	1	4
216300	-1825.61878375209	2	1	2
216400	-1832.13783076345	2	1	3
216500	-1825.83253024521	3	1	2
216600	-1827.1411611001	1	1	3
216700	-1836.49255868628	1	2	3
216800	-1830.24272877361	3	2	1
216900	-1837.19135748368	5	1	1
217000	-1835.99378485399	3	2	2
217100	-1839.51780613496	2	2	3
217200	-1846.63769381892	4	2	3
217300	-1844.61024785481	4	1	3
217400	-1842.43585125747	3	1	5
217500	-1842.41798980903	2	1	5
217600	-1839.09769499548	2	1	5
217700	-1841.44895624151	2	1	5
217800	-1833.75791148173	2	1	4
217900	-1848.41760758373	3	1	5
218000	-1829.81529811432	2	1	3
218100	-1841.82412185228	3	1	3
218200	-1823.09457769048	2	1	2
218300	-1831.81447366679	3	1	1
218400	-1851.0842154796	4	1	3
218500	-1828.57766465394	3	1	1
218600	-1831.58529262243	3	1	2
218700	-1825.50506319912	3	1	0
218800	-1831.8269453594	3	1	2
218900	-1845.60330056606	4	1	3
219000	-1841.89525158099	4	1	2
219100	-1833.87109836948	4	1	1
219200	-1827.88828236687	3	1	0
219300	-1827.57649112191	4	1	0
219400	-1835.81941081797	5	1	1
219500	-1834.69666091538	3	1	2
219600	-1826.98752550338	3	1	1
219700	-1831.97795608728	2	1	2
219800	-1828.29021511804	2	1	2
219900	-1834.27767622255	2	1	3
220000	-1821.88245519644	2	1	1
220100	-1819.60274191547	2	1	1
220200	-1835.84714050296	2	1	3
220300	-1826.48649265618	2	1	3
220400	-1821.08706239021	2	1	2
220500	-1830.98409624716	3	1	2
220600	-1825.28241756371	3	1	1
220700	-1835.11728414264	4	1	2
220800	-1841.03980785187	3	1	4
220900	-1830.32275853301	3	1	2
221000	-1839.76004543698	3	1	3
221100	-1824.1532966224	2	1	2
221200	-1836.70275951041	3	1	2
221300	-1829.60129889353	3	1	2
221400	-1825.58630021846	2	1	2
221500	-1828.73106205149	2	1	3
221600	-1827.30503152728	2	1	2
221700	-1824.30894961539	2	1	2
221800	-1825.72799953774	2	1	2
221900	-1835.3136500512	2	1	4
222000	-1830.20901086128	2	1	3
222100	-1836.23692930253	2	1	4
222200	-1822.41442817952	2	1	2
222300	-1825.9820762447	2	1	2
222400	-1828.59257020906	2	1	3
222500	-1827.02981679063	2	2	1
222600	-1850.22952548029	3	2	4
222700	-1852.9806792429	4	3	4
222800	-1859.62495298933	3	3	5
222900	-1823.02067290904	1	2	2
223000	-1821.24341107115	1	2	1
223100	-1819.08987835826	1	1	1
223200	-1824.43010579992	2	1	1
223300	-1825.93704156901	1	1	2
223400	-1829.98768339148	1	1	3
223500	-1819.11753205171	1	1	1
223600	-1835.76278371478	1	1	4
223700	-1821.85529447686	1	1	1
223800	-1824.16361735383	1	1	2
223900	-1842.11283740844	2	1	5
224000	-1832.13664652725	1	1	3
224100	-1831.58197312123	2	2	3
224200	-1834.46557716845	2	1	4
224300	-1825.37394977594	2	1	1
224400	-1827.99884000687	2	1	3
224500	-1829.23970562229	1	1	4
224600	-1830.90308565538	3	1	2
224700	-1827.29320086817	2	1	2
224800	-1839.91817846891	3	1	3
224900	-1821.98056717417	1	1	2
225000	-1828.2932001794	2	1	2
225100	-1834.02631560246	4	1	2
225200	-1824.33204412451	1	1	3
225300	-1834.81096390136	1	1	5
225400	-1836.14528612412	2	1	3
225500	-1825.17580175639	1	1	3
225600	-1826.32281477451	2	1	2
225700	-1838.91089230061	4	1	3
225800	-1838.36421333467	2	1	3
225900	-1855.18218010645	3	1	6
226000	-1850.91274509975	4	1	5
226100	-1848.97434328558	2	1	6
226200	-1828.15917075619	2	1	2
226300	-1830.10569470719	2	1	2
226400	-1829.29790086772	3	1	2
226500	-1825.17305707779	2	1	2
226600	-1836.85328262502	3	1	3
226700	-1842.51884187452	4	1	4
226800	-1833.78633766795	2	1	2
226900	-1834.07203448438	3	1	3
227000	-1829.2678027005	1	1	3
227100	-1818.92657105039	1	1	1
227200	-1825.81924905922	1	1	2
227300	-1820.69682225807	1	1	2
227400	-1826.16779481602	2	1	2
227500	-1841.11719855131	2	1	4
227600	-1828.71905041406	2	1	2
227700	-1831.29843237148	1	1	3
227800	-1821.89595957678	1	1	2
227900	-1840.0695801231	5	1	2
228000	-1836.95834716002	4	1	2
228100	-1827.4686363415	1	1	3
228200	-1832.04334909553	1	1	4
228300	-1840.91816730352	4	1	3
228400	-1832.42521924343	4	1	1
228500	-1831.39192962085	1	1	3
228600	-1828.39357881721	1	1	3
228700	-1826.35610408453	1	1	3
228800	-1830.79065488923	2	1	3
228900	-1831.85898599983	1	1	4
229000	-1827.54122137872	2	1	3
229100	-1832.18262775465	2	1	3
229200	-1833.5555911219	2	1	4
229300	-1834.45509381505	2	1	4
229400	-1851.66189080874	3	1	6
229500	-1835.22677324413	2	1	3
229600	-1835.9543390797	3	1	3
229700	-1825.31291950171	1	1	2
229800	-1830.68425126128	1	1	4
229900	-1825.84230899513	2	1	2
230000	-1824.89871010503	1	1	2
230100	-1830.99090416702	1	1	3
230200	-1830.71074801941	2	1	3
230300	-1843.79527953588	2	1	5
230400	-1840.50945957362	5	1	2
230500	-1829.61051220241	3	1	2
230600	-1833.79209711506	3	1	3
230700	-1829.57610055901	2	2	1
230800	-1834.3312070486	4	1	2
230900	-1847.17089881539	3	2	4
231000	-1848.94104559193	2	1	5
231100	-1824.06382560036	1	1	2
231200	-1834.6377369282	2	1	4
231300	-1835.28234762713	3	1	3
231400	-1832.46484136135	3	1	2
231500	-1822.33483646255	2	1	1
231600	-1832.38107094709	3	1	2
231700	-1830.29615633921	3	1	2
231800	-1828.22376554004	2	1	3
231900	-1840.78098659011	3	1	4
232000	-1836.86869988326	3	1	3
232100	-1831.06858191865	1	1	3
232200	-1836.21340498116	2	1	3
232300	-1830.39716813966	3	1	2
232400	-1829.19256093826	1	1	3
232500	-1821.96755466952	1	1	2
232600	-1831.98176749525	2	1	1
232700	-1835.16296633952	4	1	2
232800	-1828.1707308571	2	1	2
232900	-1829.42645432415	1	2	2
233000	-1826.40065192439	1	1	2
233100	-1843.97097023345	3	1	4
233200	-1823.9577693845	1	1	1
233300	-1833.5811196844	2	1	3
233400	-1825.18019370244	1	1	3
233500	-1829.68074112728	1	1	3
233600	-1845.6684084593	1	3	5
233700	-1824.28564820507	2	1	2
233800	-1837.32389588491	2	1	3
233900	-1829.61411402433	1	1	3
234000	-1826.84873246611	1	1	2
234100	-1828.46166413674	1	1	3
234200	-1828.26036429489	2	1	2
234300	-1818.3991905386	1	1	1
234400	-1836.36640652299	2	1	4
234500	-1831.41384135509	3	1	3
234600	-1831.21904558693	1	1	3
234700	-1836.77635634147	2	1	4
234800	-1844.64368455998	2	1	6
234900	-1832.11110838681	1	1	4
235000	-1826.1525517773	2	1	2
235100	-1821.69227319516	1	1	2
235200	-1831.26742636823	1	1	3
235300	-1829.91375249984	1	1	4
235400	-1837.77634820494	1	2	3
235500	-1838.94581682021	1	1	4
235600	-1830.38746445004	4	1	1
235700	-1846.66218366298	4	1	4
235800	-1832.2368242794	3	1	3
235900	-1832.84700498785	5	1	1
236000	-1825.58103454274	1	1	3
236100	-1828.4652823105	1	1	3
236200	-1823.70123828058	1	1	2
236300	-1827.35409437579	2	1	2
236400	-1824.66134179139	1	1	2
236500	-1842.33088302198	4	1	3
236600	-1843.41268337208	3	1	4
236700	-1824.08455306694	2	1	1
236800	-1833.47749405932	3	1	2
236900	-1824.12033512511	1	1	2
237000	-1827.56129449583	1	1	4
237100	-1838.18531583776	5	1	2
237200	-1833.95011371859	1	1	4
237300	-1830.000005602	3	1	3
237400	-1858.3943184364	4	1	6
237500	-1827.1346831993	1	1	3
237600	-1841.8858526057	2	1	4
237700	-1827.57919763488	2	1	2
237800	-1857.39078321735	4	1	5
237900	-1838.64861012384	3	1	4
238000	-1841.91912444051	2	1	5
238100	-1830.83433713614	2	1	3
238200	-1829.64463005921	2	1	2
238300	-1840.50358645094	2	1	4
238400	-1834.31480477018	2	1	4
238500	-1833.12036795716	3	1	3
238600	-1851.06075725636	2	1	6
238700	-1839.00291994262	2	1	4
238800	-1826.21604416447	2	1	2
238900	-1831.15510677543	3	1	2
239000	-1833.58059224056	2	1	3
239100	-1830.38717278105	1	1	4
239200	-1837.8476122557	1	1	5
239300	-1831.50512296989	2	1	4
239400	-1826.8880574337	1	1	3
239500	-1822.27704702738	2	1	1
239600	-1820.07216678631	1	1	1
239700	-1832.26147575388	2	1	3
239800	-1824.63371093735	2	1	3
239900	-1830.62068131651	1	1	4
240000	-1835.49958722361	1	1	5
240100	-1835.73022600535	2	1	3
240200	-1819.42836698517	1	1	1
240300	-1834.34198096272	3	1	3
240400	-1821.82238640214	1	1	2
240500	-1835.11448702797	2	1	4
240600	-1822.550032034	1	1	2
240700	-1824.24579901921	2	1	1
240800	-1837.29166125538	2	1	4
240900	-1830.93967992	1	1	3
241000	-1842.06449715671	5	1	2
241100	-1820.9866964059	1	1	2
241200	-1821.66091078827	1	1	2
241300	-1823.41911114847	1	1	2
241400	-1830.02826800935	1	1	3
241500	-1841.84835028057	2	1	4
241600	-1821.96853482646	2	1	1
241700	-1821.02095174265	2	1	1
241800	-1831.92752636306	1	1	4
241900	-1828.92471487452	1	1	4
242000	-1839.18136783354	1	1	5
242100	-1818.78746240488	1	1	1
242200	-1823.38673621315	1	1	2
242300	-1829.78651732366	3	1	1
242400	-1848.61851787208	2	1	5
242500	-1822.71157284957	2	1	1
242600	-1832.97336493863	2	1	3
242700	-1826.80473154722	2	1	2
242800	-1833.04017536319	2	1	3
242900	-1824.41357530199	2	1	2
243000	-1825.60529635928	1	1	2
243100	-1827.22508982738	1	2	2
243200	-1829.72500718703	2	2	2
243300	-1827.75885030717	1	2	2
243400	-1828.48020953314	1	2	2
243500	-1824.2561738	1	2	2
243600	-1830.14604575872	2	2	1
243700	-1842.86505201189	1	3	3
243800	-1846.04446198548	2	3	3
243900	-1831.59441554222	1	3	2
244000	-1858.11554259762	2	3	6
244100	-1838.08768107517	2	3	2
244200	-1844.56487080039	2	3	4
244300	-1832.32064149726	1	3	2
244400	-1830.92476914387	1	3	1
244500	-1831.42431404374	2	2	1
244600	-1841.58847667544	2	2	4
244700	-1843.24069701387	3	2	2
244800	-1834.61264041417	3	2	1
244900	-1838.19656235525	2	2	4
245000	-1850.68307219064	3	2	5
245100	-1832.18048990469	3	1	1
245200	-1833.15635726442	2	2	3
245300	-1856.22947211923	4	2	4
245400	-1846.71046289563	3	3	2
245500	-1842.63286991781	3	2	2
245600	-1858.14726818676	7	1	3
245700	-1839.7811240535	5	2	1
245800	-1849.86699269205	6	2	2
245900	-1836.33104270275	4	2	1
246000	-1843.92021395374	3	2	4
246100	-1835.53023812887	2	1	4
246200	-1836.21009419947	2	1	4
246300	-1831.47683246129	2	1	4
246400	-1823.53728915049	1	1	2
246500	-1834.89340139749	3	1	3
246600	-1839.36285924098	2	2	4
246700	-1850.82108721488	3	2	5
246800	-1835.88351911976	3	2	2
246900	-1843.13804762044	3	2	2
247000	-1844.11327010074	4	2	3
247100	-1833.93367895373	3	2	2
247200	-1835.69678584624	1	2	4
247300	-1833.15343065491	1	2	3
247400	-1839.22378635215	1	2	3
247500	-1836.71741252171	1	2	4
247600	-1826.86049205269	3	1	2
247700	-1824.53799768517	1	1	2
247800	-1819.52703756576	1	1	1
247900	-1820.1518881699	1	1	2
248000	-1821.5615006187	1	1	1
248100	-1830.65022660081	3	1	2
248200	-1822.27190320121	1	1	2
248300	-1825.5494765734	1	1	2
248400	-1824.50008574938	1	1	2
248500	-1820.31806770537	1	1	1
248600	-1843.83725498881	4	2	2
248700	-1821.09268460771	1	1	1
248800	-1823.68189323847	1	1	2
248900	-1844.9402156596	1	1	5
249000	-1827.38686274806	1	1	3
249100	-1835.41445290718	2	1	4
249200	-1839.61208901799	3	1	5
249300	-1837.48168501831	4	1	2
249400	-1830.72782771606	1	1	3
249500	-1835.27999570602	4	1	2
249600	-1821.69141005783	1	1	2
249700	-1822.58212169141	1	1	1
249800	-1831.65108779901	1	2	3
249900	-1825.326584445	1	2	1
250000	-1828.62166441698	2	2	2
250100	-1824.73268444227	2	2	1
250200	-1832.11087667101	3	2	1
250300	-1835.94462886438	3	2	2
250400	-1842.99849675276	3	2	3
250500	-1830.36142281217	2	2	2
250600	-1822.64263385702	1	2	1
250700	-1828.54866771848	1	2	2
250800	-1846.5403149614	2	2	4
250900	-1833.0917475026	3	1	2
251000	-1844.40016146978	4	1	3
251100	-1829.23647649524	3	1	1
251200	-1833.62945907064	3	1	2
251300	-1831.05168231733	2	1	3
251400	-1822.70894473784	2	1	2
251500	-1820.9140762737	2	1	2
251600	-1825.56734876511	2	1	2
251700	-1825.8362390749	2	1	2
251800	-1835.50935030783	5	1	1
251900	-1840.48703695769	2	2	3
252000	-1842.78026467187	3	2	3
252100	-1829.12237672331	3	1	1
252200	-1838.7461821343	3	1	4
252300	-1829.27285321423	3	1	2
252400	-1842.95623218808	3	1	4
252500	-1835.11415475963	4	1	2
252600	-1828.34772123306	3	1	2
252700	-1824.15317415543	2	1	2
252800	-1826.99003941545	1	1	3
252900	-1825.46487351537	2	1	1
253000	-1834.50042354461	3	1	3
253100	-1841.15936965136	2	2	3
253200	-1821.95001562869	1	1	1
253300	-1821.31839961129	1	1	2
253400	-1822.73177417779	1	1	2
253500	-1825.01858418567	1	1	2
253600	-1821.37333614292	1	1	1
253700	-1845.6981477168	1	1	5
253800	-1823.38984575235	2	1	1
253900	-1835.5681293856	2	1	4
254000	-1840.61369424396	1	1	5
254100	-1840.92010106151	2	1	4
254200	-1836.62318387011	3	1	3
254300	-1825.49647222093	3	1	1
254400	-1830.75726988884	3	1	2
254500	-1826.85990514173	1	1	3
254600	-1821.3147734484	1	1	1
254700	-1827.0586398999	1	1	3
254800	-1827.32779379746	1	1	3
254900	-1823.46341465036	1	1	2
255000	-1828.43227342265	2	1	2
255100	-1825.73856110008	1	1	3
255200	-1835.30346436295	2	1	3
255300	-1826.50137054078	2	1	2
255400	-1841.68888597259	1	1	5
255500	-1830.44140445363	1	1	3
255600	-1840.99389098034	3	1	4
255700	-1837.49308570752	1	1	4
255800	-1837.67734052303	3	1	2
255900	-1821.46250804303	1	1	2
256000	-1835.29740409753	2	3	2
256100	-1831.75413958332	3	1	2
256200	-1821.62392835441	1	1	2
256300	-1825.79905878066	3	1	1
256400	-1822.03632932755	1	1	2
256500	-1822.05313620436	1	1	2
256600	-1831.22851478179	1	1	3
256700	-1824.81758362438	2	1	1
256800	-1833.67508895724	1	1	4
256900	-1824.24773118396	2	1	1
257000	-1830.49188866229	1	1	4
257100	-1823.68634189871	1	1	2
257200	-1829.86891192794	1	1	3
257300	-1825.65475896703	1	1	2
257400	-1831.56203282723	1	2	2
257500	-1840.76716790987	2	1	5
257600	-1823.32027250333	1	1	2
257700	-1830.0720222516	1	1	3
257800	-1830.88604770499	2	1	3
257900	-1832.7052222052	2	1	3
258000	-1827.98908138482	2	1	2
258100	-1821.94242425508	2	1	1
258200	-1827.3301123835	2	1	2
258300	-1839.68974739363	5	1	2
258400	-1829.32883886282	3	1	2
258500	-1828.99106961405	1	1	4
258600	-1831.72111086477	1	1	3
258700	-1844.84725145291	3	1	4
258800	-1828.37190131181	2	1	2
258900	-1837.40428528955	3	2	2
259000	-1823.61548451297	2	1	1
259100	-1823.31174210726	1	1	3
259200	-1824.36032466247	1	1	3
259300	-1848.99815090682	1	2	5
259400	-1832.93306921132	1	1	5
259500	-1842.81209838808	1	1	5
259600	-1825.40327251017	2	1	2
259700	-1823.82357756334	2	1	1
259800	-1823.06800282837	2	1	1
259900	-1836.32813708299	2	1	4
260000	-1834.87554249162	1	1	4
260100	-1826.768459526	1	1	3
260200	-1836.89157347828	2	2	3
260300	-1830.37476088418	2	1	3
260400	-1825.78001957416	1	1	3
260500	-1824.52822851455	1	1	2
260600	-1836.10363423672	3	1	3
260700	-1837.75882162761	1	1	5
260800	-1841.91059423599	2	1	5
260900	-1829.63616402544	1	1	4
261000	-1819.52259722603	1	1	1
261100	-1821.00574467662	2	1	1
261200	-1824.00069091256	2	1	2
261300	-1823.38763458035	2	1	1
261400	-1824.93066406555	2	1	2
261500	-1824.74621586352	2	1	2
261600	-1822.51429292736	3	1	1
261700	-1837.15542346643	2	1	4
261800	-1827.85479020169	4	1	1
261900	-1833.84974186479	2	1	3
262000	-1823.34115144996	2	1	2
262100	-1832.22449130314	4	1	3
262200	-1834.18938283653	2	1	5
262300	-1831.36985997582	2	1	5
262400	-1817.27021950759	2	1	1
262500	-1836.93974650187	4	1	1
262600	-1826.78238690797	3	2	1
262700	-1826.68973297737	3	2	0
262800	-1838.86055258396	3	2	3
262900	-1850.08482118407	3	2	5
263000	-1822.43030501082	3	2	0
263100	-1824.59283835585	3	2	1
263200	-1826.92715471454	3	2	2
263300	-1828.58304259273	4	2	1
263400	-1827.01878632827	5	1	1
263500	-1828.79973007638	3	1	2
263600	-1819.47375003118	2	1	1
263700	-1822.71910607714	2	1	2
263800	-1819.05918346481	3	1	1
263900	-1832.15742080361	2	1	4
264000	-1817.61437556494	2	1	2
264100	-1828.71652938515	4	1	2
264200	-1825.89201840116	2	1	2
264300	-1818.20798330327	2	1	1
264400	-1826.64283348135	3	1	2
264500	-1840.56604518572	4	2	3
264600	-1826.65349561163	2	1	3
264700	-1824.64255328536	3	1	1
264800	-1825.62422490635	4	1	2
264900	-1825.84208276952	2	1	3
265000	-1829.72125646304	3	1	4
265100	-1823.64344983435	2	1	3
265200	-1832.10707641465	2	3	3
265300	-1816.16682858357	2	1	1
265400	-1816.75268113241	2	1	1
265500	-1846.92363485226	3	1	5
265600	-1821.39827189983	1	1	1
265700	-1836.62263276722	1	1	4
265800	-1831.24484259998	2	1	4
265900	-1826.11754904474	2	1	2
266000	-1837.55325307679	4	1	2
266100	-1831.06643178917	3	1	3
266200	-1835.23206986305	2	1	3
266300	-1841.53319333383	2	1	5
266400	-1827.44743322798	2	1	3
266500	-1836.84547938799	2	1	3
266600	-1828.63082720203	1	1	3
266700	-1829.28425916742	2	1	2
266800	-1828.42219862343	2	1	2
266900	-1835.00601911208	2	1	4
267000	-1825.09343420554	2	1	1
267100	-1824.16852248767	1	1	2
267200	-1837.21976424478	3	1	4
267300	-1841.45632769193	2	1	5
267400	-1836.86554756967	1	1	6
267500	-1829.39870695812	1	1	4
267600	-1840.89279028091	4	1	3
267700	-1842.49397581078	2	1	5
267800	-1846.82545618516	5	1	4
267900	-1851.40708929039	3	2	5
268000	-1827.46223124171	2	1	2
268100	-1828.9068610194	1	1	3
268200	-1825.99825359485	1	1	3
268300	-1825.06915288912	2	1	1
268400	-1829.89311185927	3	1	2
268500	-1823.40637206	1	1	2
268600	-1829.78530055012	2	2	1
268700	-1825.76109072342	2	1	3
268800	-1828.93774235668	2	1	4
268900	-1820.86087291203	2	1	2
269000	-1826.99907360934	2	1	3
269100	-1844.38646910479	5	1	4
269200	-1840.38776010585	3	3	2
269300	-1842.5483128859	4	2	2
269400	-1840.66634830122	3	3	2
269500	-1854.8840899282	4	2	4
269600	-1832.7813026922	3	2	2
269700	-1836.95136848812	3	2	3
269800	-1825.64767520894	2	1	3
269900	-1819.87486674598	2	1	1
270000	-1847.47524942528	4	1	4
270100	-1832.83867903351	4	1	2
270200	-1841.51394980402	4	1	4
270300	-1838.17794409345	3	1	5
270400	-1818.81769309576	2	1	2
270500	-1819.21660763352	2	1	1
270600	-1822.81944779014	3	1	2
270700	-1841.56738876736	3	1	4
270800	-1819.45776020831	1	1	1
270900	-1833.97548144	2	1	3
271000	-1820.63144642487	1	1	2
271100	-1827.8830162655	1	1	3
271200	-1829.37452489174	2	1	2
271300	-1829.82359564592	1	1	3
271400	-1821.21562864095	1	1	1
271500	-1840.61290879733	3	1	3
271600	-1829.80454575162	1	2	2
271700	-1832.59795875376	2	1	3
271800	-1840.28039763756	4	1	3
271900	-1824.09751521553	1	1	2
272000	-1828.83717422055	1	1	3
272100	-1825.72607330329	2	1	3
272200	-1827.78078808339	1	1	2
272300	-1834.02073299769	2	1	4
272400	-1828.80624290878	1	1	4
272500	-1833.20803276093	1	1	3
272600	-1841.5394777834	3	1	4
272700	-1827.93752100785	1	1	3
272800	-1828.80175254496	2	1	2
272900	-1829.43511944976	1	1	3
273000	-1826.43620709842	1	1	3
273100	-1824.64110778006	1	1	2
273200	-1829.73536877373	4	1	1
273300	-1829.61237404341	1	2	2
273400	-1834.44527626513	2	1	3
273500	-1829.60454835524	2	1	3
273600	-1821.82529047916	2	1	1
273700	-1819.89174366991	1	1	1
273800	-1824.81735516568	1	1	2
273900	-1822.95829673322	1	1	2
274000	-1831.1010337757	2	1	4
274100	-1831.55769986694	1	1	4
274200	-1836.78844778029	2	1	4
274300	-1829.70993821612	1	1	4
274400	-1826.27155154633	2	1	2
