"Iteration"	"posterior"	"NumSpeciation"	"numExtinction"	"numMassExtinctions"
556600	-1816.06019556834	2	1	1
556700	-1821.99010420577	2	1	3
556800	-1817.59082769766	3	1	1
556900	-1841.02246363959	4	1	5
557000	-1823.74243994493	2	1	3
557100	-1827.16438664397	2	1	3
557200	-1828.9018286836	3	1	3
557300	-1819.10351278837	2	1	2
557400	-1823.01402735589	3	1	2
557500	-1829.30727019536	4	1	2
557600	-1826.78038678791	3	1	3
557700	-1828.18962919652	3	1	2
557800	-1826.0868192953	2	1	3
557900	-1820.02358902572	2	1	2
558000	-1831.25889589542	2	1	3
558100	-1821.209278202	2	1	2
558200	-1840.77391477619	5	1	4
558300	-1829.26131241355	3	1	3
558400	-1834.92652657722	4	1	3
558500	-1823.80765706189	2	1	3
558600	-1822.1178888712	2	1	3
558700	-1833.00193292092	2	1	4
558800	-1820.85147951104	2	1	3
558900	-1850.15706589479	7	1	3
559000	-1839.22175733591	4	1	3
559100	-1821.69174152037	3	1	2
559200	-1817.42228827155	3	1	1
559300	-1823.57690693969	3	1	2
559400	-1830.35045563195	4	1	2
559500	-1831.33013149755	3	1	3
559600	-1824.00755869824	2	1	3
559700	-1828.88715676767	2	1	4
559800	-1834.85346693178	4	1	3
559900	-1841.91425638389	2	1	6
560000	-1821.69893636814	3	1	1
560100	-1827.45748584199	2	1	4
560200	-1839.42330519065	3	1	5
560300	-1826.39467440699	3	1	3
560400	-1819.96336555568	2	1	3
560500	-1829.51102201337	5	1	1
560600	-1816.99484895507	3	1	1
560700	-1829.10876007475	4	1	1
560800	-1818.46200428515	3	1	1
560900	-1834.50819348105	4	1	2
561000	-1819.377960459	3	1	2
561100	-1831.84402546608	3	1	3
561200	-1817.73308098012	3	1	1
561300	-1842.11990745316	5	1	3
561400	-1824.60592693036	3	1	2
561500	-1842.99491608925	5	1	4
561600	-1832.03307609247	5	1	2
561700	-1822.44164273055	3	1	2
561800	-1820.02199530297	3	1	2
561900	-1824.17982165081	3	1	2
562000	-1841.56568001667	5	1	4
562100	-1827.10099823457	5	1	2
562200	-1818.6913618634	3	1	1
562300	-1845.20420967055	5	1	4
562400	-1832.83551705208	3	1	4
562500	-1849.72175407958	4	1	5
562600	-1822.93553349807	3	1	2
562700	-1846.08182302327	4	1	5
562800	-1836.13942348753	2	2	4
562900	-1842.50528785966	2	1	6
563000	-1824.54892270011	2	1	3
563100	-1819.05998433663	2	1	2
563200	-1825.92537311088	2	1	4
563300	-1834.06724924085	2	1	5
563400	-1830.12790183494	2	1	4
563500	-1824.03786075155	2	2	2
563600	-1823.12094524324	3	1	1
563700	-1824.44953569773	2	1	3
563800	-1824.4916263101	2	1	3
563900	-1817.35214088489	2	1	1
564000	-1828.27489708675	2	1	4
564100	-1833.92790357527	3	1	4
564200	-1817.59448345564	2	1	1
564300	-1847.68311630224	3	1	5
564400	-1817.67124427222	2	1	2
564500	-1822.0111016	3	1	1
564600	-1817.46708091878	3	1	1
564700	-1830.11639969039	4	1	3
564800	-1840.93426462767	6	1	2
564900	-1824.12803345322	2	1	3
565000	-1825.92745988464	2	1	4
565100	-1826.80048845644	3	1	3
565200	-1825.6587047756	4	1	2
565300	-1828.85305166223	3	1	3
565400	-1828.57268181061	3	1	4
565500	-1815.30785623272	2	1	1
565600	-1817.88445815676	3	1	1
565700	-1826.1419430189	4	1	1
565800	-1833.49645928559	3	1	4
565900	-1825.31549602544	3	1	2
566000	-1825.05755612401	2	1	3
566100	-1833.88844882683	5	1	2
566200	-1816.3239053447	2	1	1
566300	-1832.71682528971	5	1	1
566400	-1829.13218240382	3	1	3
566500	-1817.98368672287	3	1	1
566600	-1814.78025702067	2	1	1
566700	-1828.59811869633	2	2	1
566800	-1822.40629399336	2	1	2
566900	-1834.32488725761	3	1	3
567000	-1824.5151573125	3	1	2
567100	-1824.88079734376	3	1	3
567200	-1827.75906719958	4	1	3
567300	-1824.38202973896	4	1	2
567400	-1833.01620753754	5	1	2
567500	-1846.96003697289	4	1	5
567600	-1817.56461972135	3	1	1
567700	-1815.36251242345	2	1	1
567800	-1818.46608332078	2	1	2
567900	-1817.10600266401	2	1	2
568000	-1823.44897990487	2	1	3
568100	-1816.83258725127	2	1	2
568200	-1814.46109903244	2	1	2
568300	-1815.0135035342	2	1	1
568400	-1839.00096526934	3	2	4
568500	-1824.6956451059	3	1	2
568600	-1815.77717064431	2	1	2
568700	-1822.34071660746	3	1	1
568800	-1820.6302413268	2	1	2
568900	-1827.83268841079	2	1	4
569000	-1827.30174591849	3	1	3
569100	-1815.65155409019	2	1	2
569200	-1818.92695620853	2	1	2
569300	-1817.3262135868	2	1	2
569400	-1812.92856695118	2	1	1
569500	-1817.67223226027	2	1	2
569600	-1851.42072501415	6	1	4
569700	-1821.52530640758	2	1	1
569800	-1821.10687798753	2	1	3
569900	-1838.02274778383	4	1	4
570000	-1840.2812637085	2	1	5
570100	-1829.69060198884	3	1	4
570200	-1832.33183745505	4	1	4
570300	-1831.73974425624	3	1	3
570400	-1821.30272668161	2	1	1
570500	-1820.14361300623	2	1	2
570600	-1824.88052397327	2	1	3
570700	-1821.16807912303	3	1	2
570800	-1825.64737677744	4	1	2
570900	-1822.21732724522	3	1	2
571000	-1838.05245060592	4	1	4
571100	-1833.29028416082	5	1	2
571200	-1830.29298318345	3	1	3
571300	-1826.01778389829	3	1	3
571400	-1835.62130729223	5	1	3
571500	-1819.08513445595	3	1	1
571600	-1821.57652401835	3	1	2
571700	-1819.18383308557	3	1	1
571800	-1829.09999201797	3	1	3
571900	-1821.52255215543	3	1	2
572000	-1827.1585176371	3	1	2
572100	-1830.2395268978	5	1	2
572200	-1817.89008564555	3	1	1
572300	-1839.74212862466	5	1	3
572400	-1827.07644119164	4	1	2
572500	-1823.02642382293	3	1	1
572600	-1818.57379433965	3	1	1
572700	-1818.51492596802	3	1	1
572800	-1826.73467309968	3	1	3
572900	-1824.62506789274	3	1	2
573000	-1817.94705943714	3	1	1
573100	-1823.63850347719	4	1	1
573200	-1830.75977103394	4	1	4
573300	-1846.78684816974	5	1	4
573400	-1821.9802723354	3	1	2
573500	-1826.19708630225	4	1	2
573600	-1833.67227839253	4	1	3
573700	-1827.12792136853	3	1	3
573800	-1822.93279309477	3	1	2
573900	-1838.41358224846	3	2	3
574000	-1840.72103457027	4	1	5
574100	-1829.83309110329	4	1	2
574200	-1828.46108257212	3	1	2
574300	-1820.68387018655	2	1	2
574400	-1827.99873377757	3	1	3
574500	-1831.19042315511	3	1	3
574600	-1828.58731308742	4	1	2
574700	-1827.34525824806	3	1	3
574800	-1824.83821203317	2	1	3
574900	-1836.91533430093	2	1	5
575000	-1822.58393520773	2	1	3
575100	-1825.03331392595	3	1	3
575200	-1820.01574941397	3	1	1
575300	-1837.13371631882	2	1	6
575400	-1819.57283176243	3	1	2
575500	-1823.16608049122	3	1	2
575600	-1813.29023714073	2	1	1
575700	-1819.36407744702	3	1	1
575800	-1824.40918194733	3	1	2
575900	-1824.86427232568	3	1	2
576000	-1834.47818580795	2	1	4
576100	-1822.83042913301	2	1	3
576200	-1845.72545694385	5	1	4
576300	-1833.64390320149	4	1	3
576400	-1843.03372836326	5	1	4
576500	-1831.05564237243	3	1	4
576600	-1824.14612110669	3	1	3
576700	-1822.33966037003	2	1	4
576800	-1825.73320959814	2	1	4
576900	-1815.69639234387	2	1	2
577000	-1825.77334419731	2	1	3
577100	-1822.1593362871	2	1	3
577200	-1818.20948056231	2	1	2
577300	-1819.16834264022	2	1	2
577400	-1828.43361234809	2	1	3
577500	-1824.7236080947	3	1	3
577600	-1847.39024863456	3	1	7
577700	-1838.14402479106	4	1	4
577800	-1835.11552343112	3	1	3
577900	-1852.32343807093	5	1	5
578000	-1837.91202825199	5	1	3
578100	-1814.42347577661	2	1	1
578200	-1815.22860789708	2	1	1
578300	-1817.6684626264	2	1	2
578400	-1817.288146701	2	1	2
578500	-1834.85795110156	2	1	5
578600	-1826.70866425619	3	1	3
578700	-1823.15114393637	3	1	2
578800	-1826.49995900495	3	1	2
578900	-1827.60179768935	4	1	2
579000	-1830.17912347848	3	1	2
579100	-1821.79573869174	2	1	3
579200	-1816.35144468082	2	1	2
579300	-1830.27915488183	2	2	4
579400	-1825.49878073307	2	1	3
579500	-1829.74202059023	2	1	5
579600	-1824.27648996267	2	1	2
579700	-1822.29027031222	2	1	3
579800	-1816.51875487848	2	1	2
579900	-1820.51924665181	2	1	2
580000	-1817.358598147	2	1	3
580100	-1827.90837167128	3	1	3
580200	-1835.0321368862	4	1	2
580300	-1822.62046684414	3	1	2
580400	-1830.38068141902	2	1	4
580500	-1831.05902975217	2	1	5
580600	-1828.29379313177	3	1	3
580700	-1828.1313820462	4	1	2
580800	-1841.33498895148	4	1	4
580900	-1832.10674924951	3	1	4
581000	-1823.84634291954	3	1	3
581100	-1824.54063954104	2	1	2
581200	-1824.66562334656	2	1	3
581300	-1818.04796363515	2	1	2
581400	-1822.04423485115	2	1	3
581500	-1816.25557717504	2	1	2
581600	-1818.87857548893	2	1	2
581700	-1834.44952357331	3	1	5
581800	-1850.76013322879	7	1	3
581900	-1831.42837033248	4	1	3
582000	-1850.68724548213	6	1	4
582100	-1829.44876948538	4	1	2
582200	-1825.48636316847	4	1	1
582300	-1828.03031415112	4	1	2
582400	-1836.90394186439	5	1	2
582500	-1830.41769025274	3	1	4
582600	-1829.63723098701	4	1	3
582700	-1831.34792005508	3	1	3
582800	-1824.05619802685	2	1	4
582900	-1827.62381465021	2	1	3
583000	-1821.40039398062	3	1	1
583100	-1820.61665702417	3	1	1
583200	-1818.13323809321	2	1	2
583300	-1819.31627585239	2	1	2
583400	-1841.29162351217	3	1	5
583500	-1819.81271465635	2	1	2
583600	-1821.61527690128	2	1	3
583700	-1817.95455459455	2	1	1
583800	-1836.74366589344	3	1	4
583900	-1816.06565169119	2	1	2
584000	-1827.32950287402	3	1	3
584100	-1822.53445541072	3	1	2
584200	-1829.71139942311	3	1	4
584300	-1826.59559806605	2	1	3
584400	-1823.37039732333	2	1	3
584500	-1821.89309165739	2	1	3
584600	-1818.7242905797	2	1	2
584700	-1826.77032022712	5	1	1
584800	-1830.36443685481	3	1	3
584900	-1816.26193944101	2	1	1
585000	-1820.18511984379	2	1	2
585100	-1819.21544898253	2	1	1
585200	-1824.73193706416	2	1	3
585300	-1818.58030453834	2	1	2
585400	-1819.26157495821	2	1	2
585500	-1825.42079442308	2	2	3
585600	-1847.99721703085	5	1	5
585700	-1840.93739397494	5	1	3
585800	-1818.59533203304	3	1	1
585900	-1820.46993057051	2	1	3
586000	-1820.23623138385	3	1	1
586100	-1819.01484913329	2	1	2
586200	-1824.55331202496	3	1	2
586300	-1825.33704879394	3	1	2
586400	-1842.91383612715	3	1	5
586500	-1833.75584212883	5	1	2
586600	-1832.75491157242	5	1	2
586700	-1824.78225095363	4	1	1
586800	-1836.8129811166	6	1	2
586900	-1816.13055061006	2	1	2
587000	-1832.73618538341	2	1	4
587100	-1832.38695155606	2	1	5
587200	-1826.41773384999	4	1	2
587300	-1842.02868545349	6	1	2
587400	-1831.77965367773	4	1	3
587500	-1839.90976027688	6	1	2
587600	-1816.93063920646	2	1	2
587700	-1828.99632091691	2	1	4
587800	-1830.15714574807	2	1	5
587900	-1825.32204581441	2	2	3
588000	-1821.8913134643	2	1	2
588100	-1830.84476787427	2	1	5
588200	-1825.99214605263	3	1	3
588300	-1820.25888021494	2	1	2
588400	-1825.05448833566	3	1	2
588500	-1829.49694152483	4	1	2
588600	-1835.82750153389	6	1	2
588700	-1815.65056971916	2	1	1
588800	-1836.94321411339	4	1	3
588900	-1818.86920928295	2	1	2
589000	-1815.03037843729	2	1	1
589100	-1827.9085254078	3	1	2
589200	-1827.25713195316	3	1	3
589300	-1814.01576339362	2	1	1
589400	-1819.10907218436	2	1	3
589500	-1819.68341764954	2	1	3
589600	-1843.75545949606	5	1	4
589700	-1829.12042583568	3	1	4
589800	-1831.9635934788	2	1	4
589900	-1829.41248877923	2	2	3
590000	-1831.40795270686	2	2	2
590100	-1827.99293381239	2	2	3
590200	-1828.55673299373	2	1	4
590300	-1824.10126126999	2	1	3
590400	-1831.98095084406	4	1	3
590500	-1827.48333310668	2	1	5
590600	-1821.68051480394	2	1	2
590700	-1824.34726590248	2	1	3
590800	-1830.84862397675	2	1	4
590900	-1825.96878895821	2	1	4
591000	-1828.64417289158	3	1	4
591100	-1821.43342509857	3	1	2
591200	-1819.4063920939	2	1	2
591300	-1839.5233475167	3	1	5
591400	-1820.2481118319	2	1	2
591500	-1817.41191633899	2	1	1
591600	-1831.64193876275	4	1	2
591700	-1839.53451882963	3	1	4
591800	-1829.28969894465	3	2	3
591900	-1819.73813669666	2	1	3
592000	-1824.83880018227	2	1	3
592100	-1826.72251091634	2	1	3
592200	-1823.8260629558	2	1	2
592300	-1814.39242866113	2	1	1
592400	-1814.04398274483	2	1	1
592500	-1824.39661537478	2	1	3
592600	-1814.44546918014	2	1	1
592700	-1817.32494183792	2	1	2
592800	-1825.89784370598	2	1	3
592900	-1832.41342619608	2	1	4
593000	-1828.22744103497	4	1	3
593100	-1820.8341409364	2	1	2
593200	-1816.733629089	2	1	1
593300	-1825.47913727445	2	1	3
593400	-1820.56830782489	2	1	3
593500	-1817.41819811722	2	1	2
593600	-1824.31018861867	2	2	2
593700	-1826.58134715346	4	1	1
593800	-1828.34001491149	3	1	2
593900	-1823.33873405648	2	1	3
594000	-1818.57069246525	2	1	2
594100	-1822.91170142682	2	1	2
594200	-1824.94139111804	4	1	2
594300	-1837.54004599647	3	1	4
594400	-1816.26976150456	2	1	2
594500	-1825.53305088482	2	1	3
594600	-1832.84202399247	4	1	3
594700	-1814.81318701753	2	1	2
594800	-1816.62451846462	2	1	2
594900	-1838.74065113203	3	1	5
595000	-1813.88408251337	2	1	1
595100	-1830.91852895439	3	1	4
595200	-1829.71754042224	2	1	4
595300	-1821.45195204483	2	1	2
595400	-1824.86245814289	2	1	3
595500	-1820.44751780378	2	1	1
595600	-1826.07536047734	3	1	1
595700	-1820.81382716922	3	1	1
595800	-1816.69838467094	2	1	2
595900	-1817.64780204908	2	1	1
596000	-1819.58935248099	2	1	2
596100	-1843.50693215458	2	3	4
596200	-1823.28913974148	3	1	2
596300	-1813.60105440888	2	1	1
596400	-1830.96661658436	3	1	3
596500	-1825.8734069067	4	1	1
596600	-1815.13268849783	2	1	1
596700	-1814.22641369461	2	1	1
596800	-1814.93444689502	2	1	1
596900	-1824.57428716579	2	1	3
597000	-1823.11749826646	3	1	1
597100	-1818.24098902009	3	1	1
597200	-1817.83312179329	3	1	1
597300	-1821.25545032679	3	1	1
597400	-1815.26582039736	2	1	1
597500	-1831.07482704291	2	1	4
597600	-1821.60355636704	2	1	3
597700	-1819.19295226167	3	1	1
597800	-1844.19030217424	4	1	5
597900	-1831.47491292904	5	1	2
598000	-1837.05564404959	5	1	3
598100	-1834.19957303057	5	1	3
598200	-1847.55337655412	5	2	3
598300	-1849.32303235966	4	2	5
598400	-1836.1346919877	5	2	3
598500	-1835.93105462999	4	1	4
598600	-1825.95809740621	2	1	3
598700	-1820.48323283338	3	1	1
598800	-1823.5436791478	3	1	1
598900	-1824.28315712702	4	1	1
599000	-1830.52213588623	2	1	3
599100	-1816.0612314597	2	1	2
599200	-1818.18949475977	2	1	2
599300	-1829.87043128678	3	2	2
599400	-1826.46716664495	3	1	2
599500	-1818.40992591951	2	1	3
599600	-1815.88865330457	2	1	2
599700	-1819.58731013426	2	1	2
599800	-1831.38415479792	2	1	4
599900	-1823.19232792263	2	1	3
6e+05	-1834.35331054598	2	1	4
600100	-1841.74300120894	2	4	3
600200	-1818.46201221214	2	1	2
600300	-1827.46494598122	2	1	3
600400	-1834.80604302337	4	1	3
600500	-1826.95810013339	3	1	2
600600	-1815.80177590455	2	1	1
600700	-1822.69434222978	3	1	2
600800	-1833.13861397187	3	1	3
600900	-1821.22532760214	2	1	2
601000	-1820.78777475538	2	1	2
601100	-1821.68651355382	3	1	2
601200	-1817.58010906427	2	1	1
601300	-1829.77105183841	4	1	3
601400	-1826.41769282068	3	1	3
601500	-1827.07355199903	3	1	2
601600	-1828.31239533485	3	1	1
601700	-1814.66252797369	2	1	1
601800	-1826.26403671813	2	1	3
601900	-1822.01016884683	2	1	2
602000	-1823.15568351	2	1	2
602100	-1816.55166916617	2	1	1
602200	-1822.52656313187	2	1	2
602300	-1816.33172684171	2	1	1
602400	-1825.41205433928	2	1	3
602500	-1820.96032811797	2	1	2
602600	-1821.73155192958	2	1	3
602700	-1817.04429604074	2	1	1
602800	-1830.53334689078	2	1	4
602900	-1816.77061847066	3	1	1
603000	-1823.84933350976	3	1	2
603100	-1822.47491619505	3	1	2
603200	-1823.74657632773	3	1	2
603300	-1819.18972603991	2	1	2
603400	-1827.65920894124	4	1	2
603500	-1820.33802011524	2	1	2
603600	-1838.74867928257	5	1	3
603700	-1815.52776045891	2	1	2
603800	-1832.99502211365	3	1	3
603900	-1829.06985275148	2	2	3
604000	-1837.3479209004	2	2	4
604100	-1813.79242389115	2	1	1
604200	-1818.78404286547	2	1	2
604300	-1843.47523459799	3	1	5
604400	-1827.53941100954	4	1	1
604500	-1828.65057290501	4	1	1
604600	-1836.90668178507	5	2	1
604700	-1827.45657609553	4	1	1
604800	-1829.59430616158	3	1	2
604900	-1850.66709689532	4	1	4
605000	-1840.09249695796	3	1	4
605100	-1829.61316568221	3	1	2
605200	-1846.13869463644	3	1	4
605300	-1831.09817127791	3	1	2
605400	-1827.63035618487	4	1	1
605500	-1827.97579223031	3	1	2
605600	-1823.1721355717	3	1	1
605700	-1820.01375975716	2	1	0
605800	-1818.99046060915	3	1	1
605900	-1818.2696210205	2	1	1
606000	-1817.15715298186	3	1	1
606100	-1828.53204279298	3	1	3
606200	-1832.19286687829	3	1	4
606300	-1819.26888400998	2	1	3
606400	-1815.98552956637	2	1	2
606500	-1817.62846735652	2	1	2
606600	-1821.47542775695	2	2	1
606700	-1821.83020464181	2	1	2
606800	-1818.48332235617	2	1	3
606900	-1823.34155873407	2	1	3
607000	-1822.7235148105	2	1	3
607100	-1815.47668748684	2	1	1
607200	-1819.51548342122	2	1	2
607300	-1815.71990278967	2	1	2
607400	-1855.00280268798	6	1	5
607500	-1838.47527173908	3	1	5
607600	-1834.81109765107	3	1	4
607700	-1819.93795472806	2	1	2
607800	-1835.31107227383	2	1	5
607900	-1816.39350783347	2	1	2
608000	-1827.19667750871	3	1	1
608100	-1823.32511506382	3	1	2
608200	-1821.98448241948	2	1	3
608300	-1816.83956975712	2	1	1
608400	-1830.98640640844	3	1	4
608500	-1824.46292117022	3	1	3
608600	-1822.61097323111	2	1	3
608700	-1817.03810861455	2	1	2
608800	-1819.31720440702	2	1	2
608900	-1822.43458403304	3	1	2
609000	-1818.06229466922	2	1	2
609100	-1820.25907098653	2	1	1
609200	-1827.57818025397	3	1	3
609300	-1817.48477344072	2	1	2
609400	-1819.79728105652	2	1	1
609500	-1830.06723537121	2	2	3
609600	-1855.68424549436	3	2	5
609700	-1854.05534111938	4	2	5
609800	-1826.10183961014	3	2	2
609900	-1847.42210171638	3	2	5
610000	-1828.20569379803	2	2	3
610100	-1837.53161492598	2	1	4
610200	-1825.81612470438	3	1	3
610300	-1830.72984524439	3	1	3
610400	-1835.20754360933	3	1	4
610500	-1826.99531870171	4	1	2
610600	-1827.32978914667	2	1	4
610700	-1840.55906901898	3	1	5
610800	-1827.94813678166	2	1	4
610900	-1827.61169437874	4	1	2
611000	-1826.54407465433	4	1	1
611100	-1824.54352854313	4	1	1
611200	-1822.33877135069	3	1	2
611300	-1829.59271694302	3	1	4
611400	-1837.23362312362	3	1	4
611500	-1830.29148308115	3	1	4
611600	-1840.28006109241	5	1	4
611700	-1830.88671253811	4	1	3
611800	-1828.73460557088	2	1	4
611900	-1825.06770893754	2	1	4
612000	-1831.67742531343	2	1	4
612100	-1823.58894862943	2	1	3
612200	-1824.91916563034	2	1	4
612300	-1840.45319934014	3	1	5
612400	-1813.66767288163	2	1	1
612500	-1817.59624603171	2	1	2
612600	-1816.19217271238	2	1	2
612700	-1821.15848907848	3	1	2
612800	-1822.85563100473	3	1	2
612900	-1830.83855530157	3	1	3
613000	-1829.13097891073	3	1	3
613100	-1821.92057349588	2	1	2
613200	-1821.43928944719	3	1	1
613300	-1823.94269692538	3	1	2
613400	-1832.8601121129	4	1	2
613500	-1837.18696181094	3	1	4
613600	-1817.55720658477	2	1	2
613700	-1823.26455400154	3	1	3
613800	-1831.09660967208	4	1	3
613900	-1831.58225113377	6	1	2
614000	-1837.11683166048	3	1	4
614100	-1820.88723689855	2	1	2
614200	-1827.84207086787	2	1	4
614300	-1834.96665080836	3	1	5
614400	-1818.12545127323	2	1	2
614500	-1827.17527920127	2	2	2
614600	-1823.66862768756	2	1	3
614700	-1822.57738087061	3	1	2
614800	-1831.52493473636	2	1	4
614900	-1823.99791542518	3	1	2
615000	-1826.4742261357	2	1	3
615100	-1814.96288290877	2	1	1
615200	-1820.79416936633	2	1	2
615300	-1828.5745090886	3	1	3
615400	-1830.43794617478	2	1	4
615500	-1825.11846991102	2	1	3
615600	-1818.66097734312	2	1	2
615700	-1826.09327718158	2	1	3
615800	-1825.82764652018	3	1	2
615900	-1822.79588820111	4	1	1
616000	-1831.24860057308	3	1	4
616100	-1825.62303701548	2	1	4
616200	-1834.51717966549	4	1	3
616300	-1825.66792085462	2	1	4
616400	-1823.37942513157	3	1	2
616500	-1823.89016559628	2	1	2
616600	-1822.31636663397	3	1	2
616700	-1843.30128954433	3	1	5
616800	-1839.7973476336	5	1	4
616900	-1827.99548226717	3	1	3
617000	-1831.90621026783	3	1	4
617100	-1817.89294470956	2	1	3
617200	-1817.60221951584	3	1	1
617300	-1828.73597219349	2	1	3
617400	-1842.12270271468	4	1	5
617500	-1828.3891888722	2	1	4
617600	-1822.18010216311	2	2	1
617700	-1819.05294340786	3	1	1
617800	-1823.61360494992	3	1	2
617900	-1833.19104982039	4	1	2
618000	-1821.68000919097	2	1	2
618100	-1819.04860711864	2	1	2
618200	-1820.37999929498	2	1	2
618300	-1833.27541721181	3	1	4
618400	-1820.15633124502	2	1	3
618500	-1832.41529050094	2	1	4
618600	-1814.6028470783	2	1	1
618700	-1818.53061598065	2	1	2
618800	-1825.34383128571	2	1	3
618900	-1823.97897315019	2	1	3
619000	-1828.83906224629	2	1	5
619100	-1827.84682704538	3	1	3
619200	-1832.42849310755	5	1	2
619300	-1833.47297781459	3	1	3
619400	-1833.05523924711	4	1	3
619500	-1822.78142542224	4	1	1
619600	-1851.62817502215	4	1	5
619700	-1839.5923611019	5	1	3
619800	-1827.94962773741	3	1	2
619900	-1834.98677755642	4	1	3
620000	-1824.69742404425	2	1	3
620100	-1816.72139843516	2	1	2
620200	-1828.42951993462	4	1	2
620300	-1838.77334508972	5	1	3
620400	-1815.49350748446	2	1	2
620500	-1813.90819330449	2	1	1
620600	-1834.36973839092	5	1	2
620700	-1826.30532578839	4	1	2
620800	-1842.1947295522	6	1	3
620900	-1831.42040436009	2	1	4
621000	-1817.16405276337	2	1	2
621100	-1835.32097337224	4	1	3
621200	-1820.49994489373	3	1	1
621300	-1813.62987037439	2	1	1
621400	-1825.50222859711	2	1	3
621500	-1827.23409896738	2	1	3
621600	-1818.57982954913	3	1	1
621700	-1826.23596255407	4	1	2
621800	-1824.14234631803	2	1	2
621900	-1838.08348154162	5	1	3
622000	-1842.82419865613	4	1	5
622100	-1843.54072055998	5	2	3
622200	-1829.32599511943	3	1	4
622300	-1821.99806142591	2	1	2
622400	-1827.13134448388	3	1	2
622500	-1844.97916941906	3	1	5
622600	-1823.87818495866	2	1	3
622700	-1818.39107936619	2	1	2
622800	-1839.12664942859	3	2	4
622900	-1851.26924672323	4	3	4
623000	-1824.89564092805	2	2	2
623100	-1836.39785657073	3	2	3
623200	-1850.70817092949	5	2	4
623300	-1825.10805364679	3	2	1
623400	-1842.25732099281	3	2	4
623500	-1828.45385521832	4	2	2
623600	-1854.17672647792	5	2	5
623700	-1858.21024803791	3	3	6
623800	-1826.23202618173	3	2	1
623900	-1832.51639509712	4	2	2
624000	-1819.94774558167	2	1	2
624100	-1824.70609269385	3	1	2
624200	-1834.7886066919	4	2	3
624300	-1835.5023668634	2	1	5
624400	-1835.00736392776	3	1	4
624500	-1829.44190872818	2	1	4
624600	-1823.6410751678	3	1	2
624700	-1821.79418711457	2	1	2
624800	-1821.76878348438	2	1	2
624900	-1819.44807842297	2	1	3
625000	-1855.65176885442	5	1	6
625100	-1817.86624407853	2	1	3
625200	-1829.60456738367	2	1	5
625300	-1821.27332163153	3	1	2
625400	-1817.46775447042	3	1	1
625500	-1818.19543568652	2	1	2
625600	-1829.36331057065	2	1	3
625700	-1830.74715840479	2	1	4
625800	-1824.23419222895	2	1	4
625900	-1822.76125804266	3	1	2
626000	-1822.88497626497	3	1	2
626100	-1836.14577830051	2	1	4
626200	-1817.67631011372	2	1	2
626300	-1838.54347956941	2	1	5
626400	-1828.22771324992	2	1	3
626500	-1830.94049314819	2	2	3
626600	-1827.0383439285	2	1	3
626700	-1829.85445791243	4	1	2
626800	-1828.94105072952	5	1	2
626900	-1821.3019230036	3	1	1
627000	-1848.6786871565	6	1	3
627100	-1829.54592197258	2	1	4
627200	-1831.91415208665	2	1	4
627300	-1819.59387573913	2	1	2
627400	-1833.87982157617	2	2	3
627500	-1827.88384006968	3	1	3
627600	-1841.86657641143	4	1	4
627700	-1824.0461830886	3	1	3
627800	-1831.07117611893	3	1	4
627900	-1823.77295115291	3	1	1
628000	-1832.07710639448	4	1	3
628100	-1840.10012092752	6	1	2
628200	-1845.61005885577	7	1	3
628300	-1827.69219644191	4	1	3
628400	-1827.45483535533	3	1	4
628500	-1822.97694632533	2	1	2
628600	-1818.13923231875	3	1	1
628700	-1821.53037429778	2	1	1
628800	-1834.16549389986	3	1	4
628900	-1821.75843371709	2	1	2
629000	-1832.32760821724	2	1	5
629100	-1830.93987823038	2	1	5
629200	-1831.92552529528	2	1	4
629300	-1825.82694853441	4	1	2
629400	-1843.70637067088	5	1	4
629500	-1837.69724866339	3	2	3
629600	-1828.06520069867	3	1	3
629700	-1832.93826166306	4	1	2
629800	-1819.0091578675	2	1	2
629900	-1816.64695918631	2	1	1
630000	-1818.03500988355	3	1	1
630100	-1825.14407522457	3	1	2
630200	-1826.87162002401	3	1	3
630300	-1821.64030871125	2	1	3
630400	-1826.47914310646	2	1	4
630500	-1821.2593076866	3	1	1
630600	-1821.64692633044	2	1	2
630700	-1827.81203004625	2	1	3
630800	-1815.00358254342	2	1	1
630900	-1826.89622739039	3	1	2
631000	-1823.72536436368	2	1	3
631100	-1827.09340041582	2	1	3
631200	-1821.26269409837	2	1	3
631300	-1831.9236342692	3	1	4
631400	-1816.80050733872	2	1	2
631500	-1829.76128960044	3	1	3
631600	-1828.64582255528	2	1	3
631700	-1814.63297790048	2	1	1
631800	-1824.56513804941	2	2	2
631900	-1820.94206664935	2	1	2
632000	-1823.22912909931	2	1	2
632100	-1818.11901332529	2	1	2
632200	-1825.58301128089	3	1	2
632300	-1840.31896605269	3	1	5
632400	-1819.43421472889	3	1	1
632500	-1825.51569719075	2	1	3
632600	-1822.57462724463	2	1	3
632700	-1824.48768082964	2	1	3
632800	-1820.71155914807	2	1	3
632900	-1832.11903098559	4	1	4
633000	-1831.76870769583	4	1	3
633100	-1822.94436216304	3	1	2
633200	-1819.93328374066	2	1	2
633300	-1836.35621776072	3	1	4
633400	-1835.57264109923	5	1	1
633500	-1833.12853745067	3	1	4
633600	-1824.92494233076	3	1	2
633700	-1830.11728583394	4	1	3
633800	-1820.67984749273	2	1	2
633900	-1818.17928907122	2	1	2
634000	-1822.73639151583	3	1	2
