"Iteration"	"speciation"	"extinction"
91	0.198626734697721	0.192319001224341
92	0.21392983969675	0.207622106223371
93	0.209575235717115	0.203267502243736
94	0.177540476175491	0.171232742702112
95	0.215340114113785	0.207689419042909
96	0.215340114113785	0.207689419042909
97	0.202858133322931	0.195650903369106
98	0.202858133322931	0.195650903369106
99	0.202858133322931	0.195650903369106
100	0.185560726549276	0.178968046212863
101	0.182636342311663	0.176147560740997
102	0.182636342311663	0.176147560740997
103	0.172067170028766	0.165214183135803
104	0.16787239364719	0.161019406754228
105	0.198427910798559	0.191574923905597
106	0.217197160221807	0.20969097940018
107	0.217197160221807	0.20969097940018
108	0.215531930533344	0.208133511315151
109	0.215531930533344	0.208133511315151
110	0.186490613183911	0.180089075680034
111	0.200496582644194	0.194158783444601
112	0.200496582644194	0.194158783444601
113	0.200496582644194	0.194158783444601
114	0.200567299930162	0.194227265321105
115	0.187446115030881	0.181106080421824
116	0.187446115030881	0.181106080421824
117	0.219130349610799	0.212339464931665
118	0.219130349610799	0.212339464931665
119	0.180482041764733	0.174888874344264
120	0.198224769236124	0.191636652811356
121	0.187804391739912	0.1815626026707
122	0.205163761591706	0.198345023687669
123	0.192543862900995	0.185725124996957
124	0.197041792067615	0.190063764744346
125	0.198591348787493	0.1915584455467
126	0.207518699851077	0.200485796610284
127	0.19136402238344	0.184878608518774
128	0.19136402238344	0.184878608518774
129	0.19136402238344	0.184878608518774
130	0.19136402238344	0.184878608518774
131	0.19136402238344	0.184878608518774
132	0.19136402238344	0.184878608518774
133	0.212986044592242	0.206500630727576
134	0.182630990284163	0.176145576419497
135	0.175575460103555	0.169090046238889
136	0.188600557084864	0.181634021630077
137	0.184300526125775	0.177333990670989
138	0.199643809293244	0.19209729976879
139	0.186632371869163	0.179085862344709
140	0.166952984040784	0.15940647451633
141	0.18711847718028	0.178660459024118
142	0.18711847718028	0.178660459024118
143	0.206044973918566	0.196731451509391
144	0.197299739789564	0.18798621738039
145	0.175810434551473	0.167511313510015
146	0.186618960493023	0.177809623631341
147	0.186618960493023	0.177809623631341
148	0.186618960493023	0.177809623631341
149	0.186618960493023	0.177809623631341
150	0.195815417585839	0.185971001515459
151	0.195815417585839	0.185971001515459
152	0.191611721753346	0.181978642110499
153	0.198841424314793	0.189208344671946
154	0.198841424314793	0.189208344671946
155	0.19303935603649	0.183406276393642
156	0.19303935603649	0.183406276393642
157	0.184015758096428	0.174212285316786
158	0.184762358592936	0.174759116064352
159	0.175141456298738	0.165138213770153
160	0.188867717803811	0.178864475275227
161	0.188867717803811	0.178864475275227
162	0.206654749577533	0.196651507048948
163	0.166678109193789	0.158609959035712
164	0.17408704909405	0.165660264920285
165	0.204296464663496	0.195869680489731
166	0.204296464663496	0.195869680489731
167	0.207279158143433	0.198729344360451
168	0.207279158143433	0.198729344360451
169	0.175442032660421	0.166892218877439
170	0.210108371760757	0.199683993576876
171	0.21004179479807	0.199693086734687
172	0.181207313288269	0.170858605224887
173	0.181207313288269	0.170858605224887
174	0.191614894566881	0.181266186503498
175	0.1842444846505	0.173895776587117
176	0.171354071576049	0.161729396701377
177	0.171903222096051	0.162247702344665
178	0.186712015552833	0.177056495801446
179	0.186712015552833	0.177056495801446
180	0.186712015552833	0.177056495801446
181	0.186712015552833	0.177056495801446
182	0.194902079210768	0.18482302313163
183	0.194902079210768	0.18482302313163
184	0.170531647000784	0.161712869692976
185	0.170531647000784	0.161712869692976
186	0.170531647000784	0.161712869692976
187	0.182986220230832	0.173523374155078
188	0.182986220230832	0.173523374155078
189	0.190950222353447	0.181075530368541
190	0.219180246969524	0.210357283901691
191	0.219180246969524	0.210357283901691
192	0.193994983844195	0.185172020776362
193	0.183784626816383	0.174961663748549
194	0.188296214188165	0.179473251120332
195	0.177857039935195	0.169034076867362
196	0.204089606741472	0.195266643673638
197	0.187398372615971	0.178414131675713
198	0.201363912936236	0.192704509267085
199	0.22362084391362	0.214010051121154
200	0.162786219585586	0.155789981674462
201	0.187918896899392	0.180922658988269
202	0.183311510562988	0.17648680607128
203	0.199459826293079	0.192033918513273
204	0.197936591328657	0.190567393727451
205	0.197936591328657	0.190567393727451
206	0.197936591328657	0.190567393727451
207	0.183650592168422	0.176281394567216
208	0.170669802237797	0.162831309390883
209	0.170669802237797	0.162831309390883
210	0.180267655427527	0.171988354056861
211	0.180267655427527	0.171988354056861
212	0.180267655427527	0.171988354056861
213	0.180267655427527	0.171988354056861
214	0.225345922228082	0.215663779729146
215	0.200581171797789	0.192962992372827
216	0.198889836230046	0.191271656805084
217	0.198889836230046	0.191271656805084
218	0.197941587921106	0.190323408496144
219	0.196328555662252	0.18877245702231
220	0.197444746304262	0.18984568882645
221	0.232162310365323	0.223227077731029
222	0.198175570773052	0.190548386048258
223	0.198175570773052	0.190548386048258
224	0.19894151604682	0.191314331322026
225	0.199959134018462	0.192331949293667
226	0.203848204862969	0.196032214104589
227	0.195578831962045	0.188079907239221
228	0.189723992012207	0.182225067289383
229	0.198940739914108	0.191441815191285
230	0.185316775157043	0.177126751052094
231	0.185316775157043	0.177126751052094
232	0.182841829302702	0.174651805197754
233	0.193317973941782	0.1846586924604
234	0.169214745037947	0.16163511817653
235	0.190659286463955	0.182119095426012
236	0.195136145551279	0.186395422807985
237	0.178371293944785	0.16963057120149
238	0.19116927165089	0.182834275925268
239	0.196635519274969	0.188300523549348
240	0.202674504048232	0.194464344996786
241	0.21247322017051	0.204263061119065
242	0.165820780291658	0.157610621240212
243	0.206793346012972	0.197262483485365
244	0.187532960915749	0.17884396848717
245	0.187532960915749	0.17884396848717
246	0.218961604765346	0.209548912735076
247	0.226822066754657	0.217231764864721
248	0.214170022826935	0.204579720936999
249	0.21158160006996	0.203234170187294
250	0.179376878197691	0.172300006140614
251	0.200898729179379	0.192972765604158
252	0.194188618371309	0.185060184265138
253	0.182259710719925	0.173692031658861
254	0.181078487445148	0.172566335422275
255	0.181078487445148	0.172566335422275
256	0.193828176075934	0.185000225593832
257	0.208305502551203	0.198818178783832
258	0.214089282482323	0.204338535079313
259	0.214089282482323	0.204338535079313
260	0.214089282482323	0.204338535079313
261	0.205144314085933	0.19524628201379
262	0.184001157408145	0.174473283888132
263	0.181314378793837	0.171786505273824
264	0.181314378793837	0.171786505273824
265	0.1909491512524	0.181125959885642
266	0.18000693701293	0.170183745646172
267	0.181363529239317	0.171466307030927
268	0.196608965415412	0.185643031716272
269	0.186226241957757	0.175260308258617
270	0.184742916229195	0.173776982530055
271	0.184742916229195	0.173776982530055
272	0.184411682358412	0.173445748659273
273	0.172280981090077	0.161876542750721
274	0.172280981090077	0.161876542750721
275	0.168156574162671	0.157752135823315
276	0.168156574162671	0.157752135823315
277	0.167115521127472	0.156301490554033
278	0.195132999025939	0.1843189684525
279	0.187775349490852	0.176961318917413
280	0.18075866755161	0.170245715373888
281	0.181160809801838	0.170061286882784
282	0.203761791467547	0.19219443897772
283	0.214372695162032	0.202805342672206
284	0.192908467929407	0.181341115439581
285	0.202642449310441	0.191075096820615
286	0.17881916279442	0.169209015956022
287	0.195682874630068	0.185282825950453
288	0.206581075211943	0.195601814801174
289	0.174421448027106	0.165151390268194
290	0.200256170356747	0.189691100203003
291	0.193964612932259	0.183731471355036
292	0.187894383733857	0.177981493948207
293	0.187894383733857	0.177981493948207
294	0.185084998084587	0.175320325237375
295	0.167542333667286	0.157777660820074
296	0.187924483110014	0.178159810262801
297	0.187924483110014	0.178159810262801
298	0.187924483110014	0.178159810262801
299	0.217203486223522	0.20743881337631
300	0.177483816566201	0.169824152597536
301	0.177483816566201	0.169824152597536
302	0.165673823977485	0.15801416000882
303	0.190670789678825	0.181845006576332
304	0.191951292059509	0.183125508957015
305	0.184348004663058	0.176339629928185
306	0.176703817927619	0.169027518997053
307	0.184376540602548	0.176700241671982
308	0.181913643816095	0.174237344885528
309	0.193046304680706	0.18537000575014
310	0.193046304680706	0.18537000575014
311	0.193046304680706	0.18537000575014
312	0.196072901899568	0.188276253268276
313	0.196072901899568	0.188276253268276
314	0.226927711456985	0.217904151272011
315	0.226927711456985	0.217904151272011
316	0.180372594755257	0.171349034570283
317	0.215521976457606	0.206498416272633
318	0.215521976457606	0.206498416272633
319	0.196144738593019	0.187121178408045
320	0.176626011790128	0.167602451605155
321	0.194375855125602	0.185087569630032
322	0.183033931489859	0.174486646654103
323	0.200587914440247	0.191220896940401
324	0.176190308286597	0.168200996481632
325	0.19437400847683	0.185560160680069
326	0.19437400847683	0.185560160680069
327	0.19437400847683	0.185560160680069
328	0.197722642877177	0.188756951970512
329	0.197722642877177	0.188756951970512
330	0.183766200291635	0.174907177752704
331	0.184588043951099	0.175729021412169
332	0.189480387417658	0.180621364878728
333	0.189480387417658	0.180621364878728
334	0.189480387417658	0.180621364878728
335	0.192612690014972	0.183753667476042
336	0.206750372232187	0.197605273120351
337	0.213492070165314	0.204048768466877
338	0.207115250801909	0.199571459215612
339	0.207115250801909	0.199571459215612
340	0.184614216061514	0.177889983227652
341	0.184614216061514	0.177889983227652
342	0.183962262384844	0.177261775763015
343	0.213708584470782	0.206968177032059
344	0.204707371825	0.198250864262482
345	0.210110656750289	0.203483728603151
346	0.181364069336407	0.175492660769739
347	0.181364069336407	0.175492660769739
348	0.199489830629591	0.193618422062923
349	0.199489830629591	0.193618422062923
350	0.192658220720594	0.186786812153926
351	0.22647621231971	0.220604803753041
352	0.22647621231971	0.220604803753041
353	0.217703782120243	0.211832373553574
354	0.200147513935511	0.194591706020713
355	0.217210132526711	0.211180690792776
356	0.217210132526711	0.211180690792776
357	0.187931455149444	0.182714747505025
358	0.187931455149444	0.182714747505025
359	0.179653470476086	0.174075482713721
360	0.184548285388876	0.178737197608541
361	0.218214613803656	0.211343434951504
362	0.20304085530032	0.196169676448168
363	0.20304085530032	0.196169676448168
364	0.196011668980251	0.18937836735886
365	0.19409174970815	0.187523420767655
366	0.19409174970815	0.187523420767655
367	0.19409174970815	0.187523420767655
368	0.208490721869181	0.201961325410997
369	0.207360724634084	0.201285628827631
370	0.206678031284718	0.200727524653245
371	0.213982048416044	0.208031541784571
372	0.202126802268145	0.196505971519967
373	0.202496078427381	0.197284745436643
374	0.213529856133106	0.20803456361971
375	0.178639598173019	0.174042223060172
376	0.213481324652916	0.207987281120269
377	0.204455118146336	0.199193368335692
378	0.199132213295637	0.193870463484993
379	0.199132213295637	0.193870463484993
380	0.206431082007397	0.201169332196754
381	0.189181542152428	0.184359468199621
382	0.18901816067677	0.184200251176525
383	0.204367934839927	0.199550025339683
384	0.193943462936454	0.189371307068051
385	0.193943462936454	0.189371307068051
386	0.207478120008108	0.202586888875089
387	0.213169679286822	0.208144271441876
388	0.191509775632519	0.186986566867462
389	0.191509775632519	0.186986566867462
390	0.191509775632519	0.186986566867462
391	0.199701397705956	0.194984713612341
392	0.182333144250238	0.177616460156624
393	0.200786594770442	0.195592547677912
394	0.18320442912835	0.17846520620592
395	0.233649450049302	0.22944434916605
396	0.223982259764918	0.219777158881666
397	0.201685035538652	0.19789854851074
398	0.20764976633133	0.20331042385743
399	0.20764976633133	0.20331042385743
400	0.20764976633133	0.20331042385743
401	0.187136574459579	0.183006491527543
402	0.187136574459579	0.183006491527543
403	0.198115603534521	0.19366895208293
404	0.198115603534521	0.19366895208293
405	0.179055411823524	0.175036561249942
406	0.186250574604548	0.182070230536996
407	0.22531343845195	0.220256338908648
408	0.222800100812439	0.217743001269138
409	0.193456751858305	0.189555831260014
410	0.199896066813513	0.195916515052945
411	0.207541444366996	0.203409687632172
412	0.186054718747679	0.181922962012856
413	0.186054718747679	0.181922962012856
414	0.201073328290247	0.196941571555424
415	0.201073328290247	0.196941571555424
416	0.201073328290247	0.196941571555424
417	0.201073328290247	0.196941571555424
418	0.192656763114749	0.188697954230064
419	0.179764285852146	0.176070398129363
420	0.184248021366778	0.180461999572474
421	0.192692414143367	0.188732872683263
422	0.192692414143367	0.188732872683263
423	0.180619983163078	0.176908512137938
424	0.175884281669145	0.172270122240267
425	0.175884281669145	0.172270122240267
426	0.203642753556503	0.200028594127625
427	0.196191771034825	0.192709848271701
428	0.196191771034825	0.192709848271701
429	0.196191771034825	0.192709848271701
430	0.201451487166888	0.197966958614896
431	0.201451487166888	0.197966958614896
432	0.201451487166888	0.197966958614896
433	0.201451487166888	0.197966958614896
434	0.201451487166888	0.197966958614896
435	0.214600363815953	0.210888397696958
436	0.203857586790065	0.200326025588212
437	0.203857586790065	0.200326025588212
438	0.203857586790065	0.200326025588212
439	0.203857586790065	0.200326025588212
440	0.231983008946649	0.228451447744796
441	0.233511789827183	0.229956955441366
442	0.212196408550412	0.208966065918804
443	0.212196408550412	0.208966065918804
444	0.221931271780601	0.218552731807105
445	0.221931271780601	0.218552731807105
446	0.187886946292367	0.185026675392039
447	0.187886946292367	0.185026675392039
448	0.217417727662824	0.214107899002978
449	0.217417727662824	0.214107899002978
450	0.177263471142014	0.173953642482168
451	0.218595256109155	0.214513688491669
452	0.218595256109155	0.214513688491669
453	0.211985800668476	0.207904233050989
454	0.219819094891334	0.215586705285123
455	0.173782989182428	0.170436977237854
456	0.173782989182428	0.170436977237854
457	0.190951402975027	0.187274830957285
458	0.219837035755599	0.215604300716579
459	0.201568227453246	0.197687239447007
460	0.201568227453246	0.197687239447007
461	0.201568227453246	0.197687239447007
462	0.189805036707624	0.186567196894388
463	0.185117563350632	0.181959686051152
464	0.189143617075899	0.185745739592726
465	0.197996934598801	0.194440011366543
466	0.197996934598801	0.194440011366543
467	0.183827329182254	0.180524956348972
468	0.183827329182254	0.180524956348972
469	0.183827329182254	0.180524956348972
470	0.183827329182254	0.180524956348972
471	0.228976460204234	0.22517095292484
472	0.228976460204234	0.22517095292484
473	0.217287345109835	0.213481837830441
474	0.174818828169926	0.171757102127669
475	0.179487131292129	0.176343645948588
476	0.179487131292129	0.176343645948588
477	0.195776290148341	0.192347521220653
478	0.212835356995878	0.209117096205307
479	0.192892059191982	0.188962726198339
480	0.214189464484822	0.210260131491178
481	0.206594504581998	0.202961696738899
482	0.20802804124539	0.204370025746141
483	0.20802804124539	0.204370025746141
484	0.20802804124539	0.204370025746141
485	0.20802804124539	0.204370025746141
486	0.183930202835289	0.180319846432535
487	0.21944938096565	0.215860945816867
488	0.224668962442773	0.220995176724524
489	0.207257607473812	0.203367149384992
490	0.187664112033238	0.183773653944418
491	0.187664112033238	0.183773653944418
492	0.184768594751824	0.180938163529659
493	0.181263125161081	0.176972325437811
494	0.195388622311143	0.191097822587873
495	0.181698994575621	0.177120999688477
496	0.181698994575621	0.177120999688477
497	0.181698994575621	0.177120999688477
498	0.234700272232428	0.230122277345284
499	0.234700272232428	0.230122277345284
500	0.234700272232428	0.230122277345284
501	0.235675188381589	0.231097193494445
502	0.230882786543363	0.22639788415044
503	0.207391813133482	0.202906910740559
504	0.207391813133482	0.202906910740559
505	0.184213003949545	0.18000712444779
506	0.20359144526441	0.199338253823927
507	0.20359144526441	0.199338253823927
508	0.180903365224924	0.176650173784442
509	0.180903365224924	0.176650173784442
510	0.180903365224924	0.176650173784442
511	0.180903365224924	0.176650173784442
512	0.180903365224924	0.176650173784442
513	0.186058948783963	0.18168454520441
514	0.177986900266362	0.173802277388895
515	0.188195934344611	0.184123985451471
516	0.203889081490956	0.199477583853711
517	0.197803281902059	0.193523461205584
518	0.16852346694746	0.163439229617596
519	0.16852346694746	0.163439229617596
520	0.241441354583047	0.233905439475289
521	0.184672232671328	0.178339350412769
522	0.207047302708227	0.200714420449668
523	0.210391635258981	0.203956461089345
524	0.191547917435299	0.185614841100854
525	0.196160972251578	0.190315838183738
526	0.199982406757805	0.194137272689964
527	0.174322015684603	0.169226889722415
528	0.201100476810965	0.196005350848776
529	0.201100476810965	0.196005350848776
530	0.188376203750166	0.183281077787978
531	0.229812016219526	0.224716890257337
532	0.230587955143282	0.225758832738288
533	0.212575984459605	0.208124080418565
534	0.212575984459605	0.208124080418565
535	0.186716129548827	0.182687942828364
536	0.199305712313665	0.194924408324143
537	0.199158034162743	0.194248766531372
538	0.21330061732244	0.208042733447584
539	0.199032300737304	0.194126132448817
540	0.199032300737304	0.194126132448817
541	0.202497799253344	0.197591630964856
542	0.202497799253344	0.197591630964856
543	0.19994847099904	0.194466198603629
544	0.19994847099904	0.194466198603629
545	0.19994847099904	0.194466198603629
546	0.19994847099904	0.194466198603629
547	0.219958793449646	0.214155626410591
548	0.22087848259359	0.215051051420136
549	0.168541021578221	0.162469561706391
550	0.168541021578221	0.162469561706391
551	0.16910177740726	0.16303031753543
552	0.166301285833856	0.160330375302606
553	0.209063606931439	0.201496625244422
554	0.209063606931439	0.201496625244422
555	0.209063606931439	0.201496625244422
556	0.18832340413172	0.181188995773759
557	0.18832340413172	0.181188995773759
558	0.18832340413172	0.181188995773759
559	0.18832340413172	0.181188995773759
560	0.195954443889028	0.188530942658754
561	0.195954443889028	0.188530942658754
562	0.184697291464456	0.177273790234181
563	0.198404824328868	0.190430378976586
564	0.198404824328868	0.190430378976586
565	0.198404824328868	0.190430378976586
566	0.198404824328868	0.190430378976586
567	0.195706062831062	0.187840088258943
568	0.198685542859266	0.190819568287147
569	0.198685542859266	0.190819568287147
570	0.177071985794658	0.169206011222539
571	0.177071985794658	0.169206011222539
572	0.177071985794658	0.169206011222539
573	0.180647641724144	0.172781667152026
574	0.200823793221922	0.192957818649803
575	0.19385482963745	0.185988855065331
576	0.187577942576521	0.179711968004403
577	0.176981554598661	0.169115580026542
578	0.185400579820894	0.177534605248775
579	0.164308019669437	0.156442045097318
580	0.206465483545969	0.196581290145914
581	0.183148722527279	0.173863836488488
582	0.183148722527279	0.173863836488488
583	0.199193426607183	0.189095140142485
584	0.202740771968935	0.192946689609024
585	0.202740771968935	0.192946689609024
586	0.184228274743432	0.174714145427454
587	0.184228274743432	0.174714145427454
588	0.184228274743432	0.174714145427454
589	0.184228274743432	0.174714145427454
590	0.177893659955432	0.168706670131716
591	0.232243280600187	0.220249504902757
592	0.229030954585778	0.217037178888348
593	0.194445319907386	0.182451544209957
594	0.194445319907386	0.182451544209957
595	0.176343520360414	0.165586824378291
596	0.188827415529651	0.177309220260604
597	0.176397875608813	0.165637864036296
598	0.174349769315206	0.163589757742689
599	0.212997956434403	0.202237944861886
600	0.166992410101216	0.157569002212984
601	0.192636327259626	0.182607974428248
602	0.174848004046011	0.165999890955922
603	0.196715474327219	0.187248216645491
604	0.200121645002533	0.190654387320805
605	0.19062962415423	0.181162366472502
606	0.194307098325618	0.18483984064389
607	0.194307098325618	0.18483984064389
608	0.192741966924575	0.183274709242847
609	0.190306729582345	0.181229693256835
610	0.187089139373564	0.178165572046602
611	0.187089139373564	0.178165572046602
612	0.187089139373564	0.178165572046602
613	0.177478999484112	0.167989613781419
614	0.184555497048499	0.175066111345807
615	0.184555497048499	0.175066111345807
616	0.184555497048499	0.175066111345807
617	0.184555497048499	0.175066111345807
618	0.167258885280624	0.158658848435267
619	0.167258885280624	0.158658848435267
620	0.180376262067226	0.171101762256927
621	0.183377788877185	0.174103289066886
622	0.193008616517526	0.183247028768878
623	0.209380830637296	0.199619242888648
624	0.206212136630851	0.196598277232015
625	0.206212136630851	0.196598277232015
626	0.211906087391447	0.202026769116472
627	0.181780007084394	0.171900688809419
628	0.200910118273275	0.189991123192793
629	0.194988424368552	0.183745041457287
630	0.214994059348867	0.203410197195011
631	0.213098502355083	0.201514640201226
632	0.213098502355083	0.201514640201226
633	0.213098502355083	0.201514640201226
634	0.209764783537841	0.198362139641326
635	0.187012808349525	0.175610164453009
636	0.199639184996996	0.189113570227375
637	0.205575775093237	0.195025261101544
638	0.205575775093237	0.195025261101544
639	0.182383938632337	0.173023670889078
640	0.182383938632337	0.173023670889078
641	0.182383938632337	0.173023670889078
642	0.181368399279971	0.172008131536712
643	0.208479537544612	0.199509131522632
644	0.208479537544612	0.199509131522632
645	0.19531772993887	0.18634732391689
646	0.220207732673057	0.210094197297261
647	0.219809255622596	0.2096957202468
648	0.192959646084498	0.182846110708701
649	0.181912671466963	0.171631561922903
650	0.197126427212111	0.185598125096581
651	0.197126427212111	0.185598125096581
652	0.204366154515008	0.193488901943205
653	0.205863441435753	0.19498618886395
654	0.218165812782998	0.207455564293618
655	0.186208411356476	0.175498162867096
656	0.18915648003683	0.178446231547451
657	0.185214700572354	0.174504452082974
658	0.184065507467031	0.173301454782924
659	0.195007036693051	0.184242984008944
660	0.159777704660511	0.151184231701861
661	0.170662465212372	0.162068992253722
662	0.178292107627364	0.169314454552155
663	0.189215649825602	0.180237996750394
664	0.204555805995429	0.195712617128406
665	0.203126157316914	0.194282968449891
666	0.195721837925351	0.187200999442327
667	0.202406358817859	0.193594506703116
668	0.202462812446828	0.193650960332085
669	0.199858204565591	0.191046352450848
670	0.182015692972361	0.173203840857617
671	0.180480906668987	0.171743357542696
672	0.197399818339498	0.187843180786554
673	0.204521241439772	0.194964603886828
674	0.204521241439772	0.194964603886828
675	0.204521241439772	0.194964603886828
676	0.205292142205458	0.195699482872306
677	0.211397374698955	0.202229458958753
678	0.211397374698955	0.202229458958753
679	0.201935753931764	0.192767838191562
680	0.201935753931764	0.192767838191562
681	0.212634166584941	0.203466250844739
682	0.212634166584941	0.203466250844739
683	0.213632072217265	0.204464156477062
684	0.186077328616325	0.176909412876123
685	0.19969709046403	0.190402005879444
686	0.19969709046403	0.190402005879444
687	0.196741720866853	0.187584196675964
688	0.223569210010036	0.212945012373334
689	0.22687679539298	0.216252597756277
690	0.207103802795668	0.196479605158965
691	0.18980425241095	0.180067502710173
692	0.190971439741395	0.181234690040618
693	0.184340620132174	0.175562212490783
694	0.184185865279018	0.174164278991183
695	0.205482149798342	0.195508465680232
696	0.196397587222905	0.186864849228668
697	0.188078055932866	0.178958264686439
698	0.192142184189625	0.183016286120083
699	0.192142184189625	0.183016286120083
700	0.192142184189625	0.183016286120083
701	0.188813867394808	0.179687969325265
702	0.181361174075898	0.172235276006356
703	0.198030523818736	0.188904625749194
704	0.1960705266786	0.186944628609058
705	0.1960705266786	0.186944628609058
706	0.166181307068568	0.157997423614513
707	0.166181307068568	0.157997423614513
708	0.1940061648006	0.185822281346544
709	0.1940061648006	0.185822281346544
710	0.203723941205402	0.194615570694647
711	0.203723941205402	0.194615570694647
712	0.189547759019789	0.180439388509034
713	0.17971376150773	0.171172058843557
714	0.176858689191983	0.168149779646536
715	0.198691259299234	0.189982349753787
716	0.177452311399714	0.168743401854267
717	0.174146003864298	0.165306185758419
718	0.177780992271496	0.16875665866929
719	0.168401260695771	0.159853051260479
720	0.168401260695771	0.159853051260479
721	0.167058117578804	0.158509908143511
722	0.180776257559308	0.172228048124016
723	0.188012619097203	0.179122230136731
724	0.204555865245508	0.195665476285036
725	0.204555865245508	0.195665476285036
726	0.20288650727668	0.194068671804906
727	0.20288650727668	0.194068671804906
728	0.191401080845163	0.18270107801562
729	0.191401080845163	0.18270107801562
730	0.181151992918135	0.172684583511785
731	0.206945808085396	0.198579301853486
732	0.199147445076715	0.190780938844805
733	0.199147445076715	0.190780938844805
734	0.199147445076715	0.190780938844805
735	0.19189516334351	0.18383333719571
736	0.20166618898047	0.193193866243813
737	0.206574171474933	0.197371844854429
738	0.182197694690638	0.174081274888129
739	0.21508500915485	0.205503547487668
740	0.183437267634904	0.175043745141237
741	0.183437267634904	0.175043745141237
742	0.183819699633624	0.175426177139957
743	0.20500778106297	0.196614258569303
744	0.20500778106297	0.196614258569303
745	0.192459706691023	0.184999396620388
746	0.18975405110984	0.182398620288617
747	0.193458723262466	0.186103292441244
748	0.208675582145108	0.201320151323886
749	0.181503951597023	0.174148520775801
750	0.196159958034127	0.188804527212905
751	0.196159958034127	0.188804527212905
752	0.196159958034127	0.188804527212905
753	0.190939898348541	0.183584467527319
754	0.203267074031117	0.196099358190648
755	0.20776754208611	0.200528655706685
756	0.20776754208611	0.200528655706685
757	0.224207004977521	0.216968118598097
758	0.182354678238561	0.175115791859137
759	0.177556788682003	0.169301458252607
760	0.199807111431443	0.191080055884974
761	0.186714085535962	0.177987029989492
762	0.186714085535962	0.177987029989492
763	0.193082677304937	0.184355621758467
764	0.199804629028533	0.191077573482063
765	0.199804629028533	0.191077573482063
766	0.186158810051771	0.178027775832566
767	0.186158810051771	0.178027775832566
768	0.19903839439226	0.190907360173056
769	0.196705357244286	0.188669631294336
770	0.208154620549461	0.200118894599511
771	0.177226680014856	0.169190954064907
772	0.198060991804135	0.190025265854186
773	0.188091648937694	0.180055922987745
774	0.184088963604921	0.176089177377121
775	0.217187316854004	0.207749205670162
776	0.177251862701648	0.167813751517806
